O,Na,Mg,Al,Si,Ca,YoungModulus
61.29175949,5.875328064,3.889590025,3.302740097,23.86980057,1.770787001,73.69999695
66.66665649,0,0,0,33.33332825,0,72.59999847
66.66665649,0,0,0,33.33332825,0,74
66.66665649,0,0,0,33.33332825,0,73.69999695
61.11865997,9.883248329,0,0,27.17893028,1.819169044,67
62.10161972,6.671274185,0,0,27.53887939,3.688211918,72
59.46102142,13.19620991,0,0,25.52013969,1.822625041,65
60.42308044,10.02385044,0,0,25.85807991,3.694998026,72
61.40819931,6.773456097,0,0,26.20313072,5.615209103,75
58.73833084,13.39093971,0,0,24.17214012,3.698582888,69
66.66665649,0,0,0,33.33332825,0,72.80000305
66.66665649,0,0,0,33.33332825,0,73
60.81666946,11.69999981,0,0,27.48332977,0,56.79999924
60.12625885,11.86573029,0,0,26.18538094,1.822625041,65.69999695
59.41236877,12.04286003,0,0,24.84617996,3.698582888,72.5
58.67750931,12.22492027,0,0,23.46747971,5.630083084,99
57.92079163,12.41211033,0,0,22.04763985,7.619458199,106
60.48546982,11.69579029,0.99989903,0,26.81884003,0,64.69999695
59.98427963,11.69958019,2.497778893,0,25.81834984,0,61.79999924
59.48138046,11.70353031,4.000555038,0,24.81452942,0,63.70000076
59.14738083,11.70417023,5.001574993,0,24.14686012,0,67.59999847
58.81209946,11.7094202,5.999576092,0,23.47891045,0,44.09999847
57.81097031,11.70827007,9.004688263,0,21.4760704,0,77.40000153
60.61594009,11.70619011,0,1.185770988,26.49209023,0,60.79999924
60.41653061,11.70843029,0,2.375529051,25.49950981,0,63.70000076
60.21601868,11.71403027,0,3.561784983,24.50816917,0,63.70000076
60.01396942,11.72212029,0,4.749810219,23.51409912,0,61.79999924
59.81066132,11.73077965,0,5.943759918,22.51481056,0,63.70000076
66.66665649,0,0,0,33.33332825,0,81
60.16334152,13.00667,0,0,26.82999992,0,45.09999847
60.49890137,8.709890366,1.801205993,0.613176286,25.04615974,3.330662012,69.5
63.20227051,0.195799798,4.980261803,10.23843002,21.38323021,0,85
56.89107132,0,2.835939884,19.9575901,3.803339005,16.51206017,109
56.27584839,0,2.859127998,21.26477051,1.919322014,17.68092918,110
66.66665649,0,0,0,33.33332825,0,62.79999924
60,13.33333015,0,0,26.66666985,0,55.5
58.66667175,16,0,0,25.33333015,0,48.70000076
58,17.33333015,0,0,24.66666985,0,50
56.66667175,20,0,0,23.33333015,0,50.29999924
55.56666946,22.20000076,0,0,22.23332977,0,51.90000153
53.33332825,26.66666985,0,0,20,0,52.09999847
56.25,0,0,25,0,18.75,112
56.37039948,0,0,24.71228027,0.384663492,18.53264999,110
66.66665649,0,0,0,33.33332825,0,73
66.66665649,0,0,0,33.33332825,0,68.90000153
55.66667175,22,0,0,22.33333015,0,61.29999924
57,19.33333015,0,0,23.66666985,0,61.70000076
58.33332825,16.66666985,0,0,25,0,62.70000076
60,13.33333015,0,0,26.66666985,0,63.90000153
61.66667175,10,0,0,28.33333015,0,64.90000153
61.23332977,10.86666965,0,0,27.89999962,0,63.59999847
63.06666946,7.199999809,0,0,29.73332977,0,67.40000153
62.44182968,0,4.13444519,8.168457031,20.79944038,4.455827236,85.09999847
60.47500992,8.691102982,1.54152,0.606842697,24.99214935,3.693370104,66.80000305
56.5218811,19.19636917,1.639788985,0,22.64196014,0,67.5
53.58021164,26.17246056,0,0,20.24599075,0,29.60000038
53.58042908,26.17159081,0,0,20.24531937,0,30.10000038
53.58287811,26.16580009,0,0,20.24599075,0,30.29999924
53.58285904,26.1631794,0,0,20.2406292,0,30.79999924
53.58570862,26.15302086,0,0,20.23460007,0,31.5
55.78231049,0,0,20.40815926,1.360543966,22.44898033,99.90000153
54.66667175,4,0,20,1.333333015,20,106
53.59476852,7.843136787,0,19.60783958,1.307189941,17.64706039,105
52.90322113,10.32258034,0,19.35483932,1.290323019,16.12903023,97.19999695
52.39617157,12.14058018,0,19.1693306,1.277955055,15.01597023,89.59999847
55.78231049,0,1.020408034,20.40815926,1.360543966,21.42856979,102
55.78231049,0,2.040816069,20.40815926,1.360543966,20.40815926,110
55.78231049,0,3.061223984,20.40815926,1.360543966,19.38775063,108
55.78231049,0,4.081633091,20.40815926,1.360543966,18.36734962,102
56.22895813,0,0,20.20202065,2.356901884,21.21212006,100
56.66667175,0,0,20,3.333333015,20,101
56.66667175,0,1.666666985,20,3.333333015,18.33333015,99.90000153
56.66667175,0,3.333333015,20,3.333333015,16.66666985,103
56.66667175,0,5,20,3.333333015,15,105
56,0,0,21.33333015,1.333333015,21.33333015,99.90000153
54.83871078,6.451612949,0,19.35483932,3.225805998,16.12903023,79.90000153
60.11624146,9.894823074,1.826737046,0.678106785,24.84085083,2.643233061,68.69999695
59.944561,10.32783985,1.543357968,1.341454983,24.38231087,2.460474968,69
61.26760101,7.042253017,0,0,26.05633926,5.633802891,75.40000153
58,17.33333015,0,0,24.66666985,0,60.09999847
58.78377914,14.86487007,0,0,25,1.351351023,64.5
59.38566971,12.96928024,0,0,25.25597,2.389079094,67.5
60,11.03448009,0,0,25.51724052,3.448276043,71.19999695
60.62717819,9.059233665,0,0,25.78396988,4.529616833,73.40000153
59.99860001,10.00209999,5.001049042,0,24.99824905,0,72.5
59.99860001,10.00209999,0,0,24.99824905,5.001049042,75.5
59.44272995,9.28792572,2.786377907,9.907120705,18.57584953,0,74.69999695
59.06122971,9.831557274,0,9.544049263,18.26619911,3.296977997,80.69999695
59.43046951,9.521419525,1.370507002,8.89418602,19.17456055,1.608857036,76.90000153
60.37763977,0,7.485017776,3.859344006,18.82560921,9.452379227,89
60.26131821,8.984580994,2.061747074,0.245864198,24.8920002,3.554493904,73
62.85562897,0,7.485973835,7.894300938,21.76409912,0,95.30000305
62.06938934,0,6.895908833,13.79181957,17.24287987,0,101
59.53976822,11.06350994,2.000552893,0.753230691,24.23468018,2.408265114,72
66.66665649,0,0,0,33.33332825,0,73
53.33332825,26.66666985,0,0,20,0,60
60,13.33333015,0,0,26.66666985,0,61
61.53845978,0,0,0,23.07691956,15.38461018,86.90000153
62.06896973,0,10.34482956,6.896552086,20.68965912,0,100
61.29032135,0,9.677419662,12.90322971,16.12903023,0,110
59.375,0,0,18.75,9.375,12.5,103
56.66667175,0,0,20,3.333333015,20,106
58.82352829,11.76471043,0,11.76471043,17.64706039,0,74
59.375,12.5,0,6.25,21.875,0,70
66.66665649,0,0,0,33.33332825,0,72.30000305
60.09643936,9.362816811,2.056451082,0.245651096,24.59668922,3.547904015,73
66.66665649,0,0,0,33.33332825,0,73
57.53219986,14.85684967,0.03843493,0.188680604,22.40057945,4.979070187,70
66.66665649,0,0,0,33.33332825,0,72.19999695
60.83332825,0,11.66666985,11.66666985,15.83333015,0,107
60.83332825,0,10,11.66666985,15.83333015,1.666666985,103
60.83332825,0,8.333333015,11.66666985,15.83333015,3.333333015,100
60.83332825,0,6.666666985,11.66666985,15.83333015,5,98.90000153
60.83332825,0,5,11.66666985,15.83333015,6.666666985,96.09999847
60.83332825,0,3.333333015,11.66666985,15.83333015,8.333333015,94.80000305
60.6837616,0,12.82050991,10.25640965,16.23932076,0,106
60.6837616,0,11.11110973,10.25640965,16.23932076,1.709401965,103
60.6837616,0,9.401709557,10.25640965,16.23932076,3.418802977,100
60.6837616,0,7.692306995,10.25640965,16.23932076,5.128204823,99.09999847
60.6837616,0,5.982905865,10.25640965,16.23932076,6.837606907,97.09999847
60.6837616,0,4.27350378,10.25640965,16.23932076,8.547009468,95.69999695
60.52632141,0,14.03509045,8.771929741,16.66666985,0,107
60.52632141,0,12.28069973,8.771929741,16.66666985,1.754385948,103
60.52632141,0,10.52632046,8.771929741,16.66666985,3.508771896,100
60.52632141,0,8.771929741,8.771929741,16.66666985,5.263157845,99.80000305
60.52632141,0,7.017543793,8.771929741,16.66666985,7.017543793,97.40000153
60.52632141,0,5.263157845,8.771929741,16.66666985,8.771929741,95.59999847
55.17240906,20.68965912,3.448276043,0,20.68965912,0,57.40000153
56.37583923,17.44967079,3.355705023,2.684564114,20.13422966,0,59.29999924
57.51633835,14.37907982,3.2679739,5.228757858,19.60783958,0,61.5
58.59872055,11.46496964,3.184712887,7.643311977,19.10828018,0,63.70000076
59.62733078,8.695652008,3.105590105,9.937888145,18.6335392,0,66.40000153
60.12269974,7.361962795,3.067485094,11.04294014,18.40490913,0,67.59999847
57.57575989,15.15151978,0,9.090909004,18.18181992,0,56.09999847
58.10398102,13.45565987,0.917431176,9.174311638,18.34861946,0,59.09999847
58.46154022,12.30768967,1.538462043,9.230769157,18.46154022,0,61.20000076
58.82352829,11.14550972,2.167182922,9.28792572,18.57584953,0,63.40000153
59.19002914,9.968847275,2.803738117,9.345794678,18.69158936,0,65
59.56113052,8.777429581,3.448276043,9.404388428,18.80878067,0,66.40000153
63.35647964,0,4.993816853,9.87348938,21.77621078,0,90
61.81772995,0,2.157907963,3.837086916,21.71689987,10.47039032,77
62.52318954,0,7.494060993,9.872767448,20.10998917,0,90
56.12245178,0,2.380951881,19.72789001,2.380951881,19.38775063,109
66.66665649,0,0,0,33.33332825,0,73
60.25640869,0,0,15.38461018,12.82050991,11.53845978,102
61.0169487,0,5.084745884,10.16948986,16.94915009,6.779661179,100
66.66665649,0,0,0,33.33332825,0,72.69999695
60.07180023,11.07711029,0,6.337808132,22.51326942,0,70
59.78396988,0,0,8.905897141,15.11499023,16.19514084,86.30000305
59.11500931,0,0,5.477779865,15.49112988,19.91608047,84.30000305
63.6896019,0,0,4.145927906,25.2758007,6.827783108,87
66.66665649,0,0,0,33.33332825,0,72.5
57.78073883,0,0,17.79406929,6.664444923,17.76074982,98
57.72871017,0,0,21.4510994,4.731861115,16.08832932,107
57.21907043,0,0,18.87295914,5.001667023,18.90629959,110
57.05562973,0,0,18.04612923,5.088194847,19.81003952,106
56.66667175,0,0,20,3.333333015,20,112
56.11463165,0,0,21.12628937,1.666110992,21.09296989,99.80000305
58.96971893,14.33736038,0,3.16958189,23.52333069,0,61.09999847
58.35906982,14.65238953,0,0,24.0443306,2.944204092,65.69999695
66.66665649,0,0,0,33.33332825,0,72.30000305
66.66665649,0,0,0,33.33332825,0,72.5
66.66665649,0,0,0,33.33332825,0,72.40000153
66.66665649,0,0,0,33.33332825,0,71.40000153
55.88336945,0,2.395001888,18.81291008,2.360291004,20.54841995,109
56.05117035,0,2.385891914,18.74135017,2.731673002,20.08989906,103
61.0169487,0,5.084745884,10.16948986,16.94915009,6.779661179,102
60.44828033,8.875121117,2.095225096,0.626479089,25.02087975,2.934010983,72
60,13.33333015,0,0,26.66666985,0,58.5
59.86394882,10.20407963,4.081633091,2.040816069,23.80952072,0,73.30000305
66.66665649,0,0,0,33.33332825,0,72.80000305
66.66665649,0,0,0,33.23667145,0,72.30000305
59.27209854,12.13171959,0,0,24.6100502,3.986135006,70.19999695
60.06214142,10.83880043,0,0,25.54367065,3.555402994,69.30000305
60.84564972,9.556548119,0,0,26.4695797,3.128222942,68.59999847
61.62273026,8.284833908,0,0,27.38788033,2.704552889,68.09999847
61.33332825,10.66666985,0,0,28,0,62.40000153
59,15.33333015,0,0,25.66666985,0,61.20000076
53.66667175,26,0,0,20.33333015,0,58.90000153
61.79320145,0,5.059442997,10.57884026,22.54751968,0,83.40000153
60.17523956,9.582421303,1.801049948,0.528493524,24.8774395,3.035360098,51.70000076
56.49451828,0,0,24.41315079,0.78247261,18.30986023,116
56.73981094,0,0,23.82444954,1.567397952,17.86833954,111
56.98587036,0,0,23.23390961,2.354788065,17.4254303,111
57.23270035,0,0,22.64151001,3.144654036,16.9811306,109
57.48031998,0,0,22.04725075,3.937007904,16.53543091,106
57.72871017,0,0,21.4510994,4.731861115,16.08832932,116
57.97787857,0,0,20.85308075,5.529225826,15.63980961,104
58.22785187,0,0,20.25316048,6.32911396,15.18986988,105
66.66665649,0,0,0,33.33332825,0,72.5
66.66665649,0,0,0,33.33332825,0,76.09999847
60,13.33333015,0,0,26.66666985,0,63
56.66667175,20,0,0,23.33333015,0,60.79999924
53.33332825,26.66666985,0,0,20,0,59.79999924
61.53845978,0,0,0,23.07691956,15.38461018,86.90000153
56.25,18.75,0,6.25,18.75,0,66.80000305
62.06896973,0,10.34482956,6.896552086,20.68965912,0,100
62.06896973,0,0,6.896552086,20.68965912,10.34482956,89.40000153
61.29032135,0,9.677419662,12.90322971,16.12903023,0,116
57.14286041,14.28571033,0,0,21.42856979,7.142857075,79.19999695
60.07635117,9.925385475,0.038174558,0.680201292,24.77876091,4.407426834,71.19999695
58.0128212,16.02564049,0,3.846153975,22.11539078,0,61
57.8125,15.625,0,6.25,20.3125,0,65
57.57575989,15.15151978,0,9.090909004,18.18181992,0,66
57.14286041,14.28571033,0,14.28571033,14.28571033,0,69
59.72695923,12.28668976,0,0,25.59726906,2.389079094,67
59.59595871,12.1212101,0,1.346801043,24.57912064,2.356901884,68
59.46844101,11.96012974,0,2.657807112,23.5880394,2.325581074,69
59.34426117,11.80327988,0,3.934426069,22.6229496,2.295082092,70
59.22330093,11.65048981,0,5.177992821,21.68284988,2.265372038,70
59.1054306,11.50160027,0,6.38977623,20.76676941,2.236422062,72
58.82352829,11.14550972,0,9.28792572,18.57584953,2.167182922,73
58.30904007,10.49563026,0,14.57726002,14.57726002,2.040816069,76
55.56666946,22.20000076,0,0,22.23332977,0,60
55.49341965,21.90789032,0,1.315788984,21.28289032,0,61
55.42208099,21.62338066,0,2.597403049,20.35713959,0,63
55.35255814,21.34614944,0,3.846153975,19.45512962,0,63
55.28480911,21.07595062,0,5.063291073,18.57595062,0,64
55.21875,20.8125,0,6.25,17.71875,0,65
54.91175842,19.58823013,0,11.76471043,13.73528957,0,70
58.33332825,16.66666985,0,0,25,0,58
58.22367859,16.44737053,0,1.315788984,24.01316071,0,60
58.11687851,16.23377037,0,2.597403049,23.05195045,0,60
60.50009918,8.935218811,1.897868037,0.768844485,25.07056046,2.801779985,66.69999695
62.06896973,0,10.34482956,6.896552086,20.68965912,0,100
62.06896973,0,0,6.896552086,20.68965912,10.34482956,89
59.71306992,11.20806026,2.02779603,0.400041401,24.83016014,1.820878029,70
63.35647964,0,4.993816853,9.87348938,21.77621078,0,87
66.66665649,0,0,0,33.33332825,0,72.5
61.21794891,0,8.012820244,13.46154022,15.70512962,1.602563977,108
60.65573883,0,8.196721077,13.11474991,14.75409985,3.278687954,107
61.0169487,0,5.084745884,10.16948986,16.94915009,6.779661179,101
60,11.03448009,0,0,25.51724052,3.448276043,71.59999847
60.86956024,10.03343964,0,1.337792993,26.08695984,1.672240973,68.90000153
60.86956024,10.03343964,0.836120427,1.337792993,26.08695984,0.836120427,68.30000305
60.86956024,10.03343964,1.672240973,1.337792993,26.08695984,0,66.59999847
60.0671196,11.40939999,2.013422966,1.342282057,25.16778946,0,66
60.32257843,10.96774006,0.645161271,3.870968103,24.19355011,0,67.30000305
59.27209854,12.13171959,0,0,24.6100502,3.986135006,70.19999695
60.06214142,10.83880043,0,0,25.54367065,3.555402994,69.30000305
60.84564972,9.556548119,0,0,26.4695797,3.128222942,68.59999847
61.62273026,8.284833908,0,0,27.38788033,2.704552889,68.09999847
61.22449112,9.523809433,2.040816069,0,27.21088028,0,65.59999847
60.68965912,9.655172348,3.448276043,0,26.20689964,0,67.5
60.13985825,9.79020977,4.895104885,0,25.17482948,0,70.19999695
60,0,0,0,20,20,96.59999847
60.16019058,9.997927666,1.546640992,0.642132223,24.99827957,2.654836893,69
60.06887817,9.94184494,0.038078099,0.678482473,24.77153015,4.410136223,70.59999847
66.66665649,0,0,0,33.33332825,0,71.90000153
64.33334351,4.666666985,0,0,31,0,63.90000153
63.33332825,6.666666985,0,0,30,0,62.09999847
61.66667175,10,0,0,28.33333015,0,59
60,13.33333015,0,0,26.66666985,0,57.40000153
58.33332825,16.66666985,0,0,25,0,56.09999847
56.66667175,20,0,0,23.33333015,0,55.90000153
55,23.33333015,0,0,21.66666985,0,55.70000076
66.66665649,0,0,0,33.31433105,0,72.40000153
66.66665649,0,0,0,33.33332825,0,74
62.06938934,0,6.895908833,13.79181957,17.24287987,0,98.69999695
60.02000046,0,16.80999947,6.360000134,16.80999947,0,117
59.74132156,9.345119476,1.683037996,5.684348106,21.26391029,2.233135939,76
60.01062012,9.27020359,1.680058002,4.303073883,22.50481033,2.23122406,75
60.34265137,8.60614872,1.680058002,4.303073883,22.83683968,2.23122406,74
60.01261902,9.290904999,1.47990799,4.320271015,22.46076012,2.38577199,76
60.07789993,9.273992538,1.627776027,3.987884045,22.7489109,2.233613968,76
60.24515915,8.984265327,2.068698883,0.280977786,24.84194946,3.578954935,72
61.48648071,8.783782959,1.351351023,1.351351023,26.68918991,0.337837785,69
59.27209854,12.13171959,0,0,24.6100502,3.986135006,70
61.62273026,8.284833908,0,0,27.38788033,2.704552889,68
60,0,0,11.15318012,14.42341042,14.42341042,98
60.69903946,8.438878059,1.689875007,0.167937905,25.52305984,3.460220098,73.90000153
60.62717819,8.362369537,2.090591908,0.696864128,25.08711052,3.135889053,74.19999695
66.66665649,0,0,0,33.33332825,0,72.80000305
60.2677803,9.554674149,1.994048953,0,25.34642982,2.755350113,69
66.66665649,0,0,0,33.33332825,0,71.59999847
55.66667175,22,0,0,22.33333015,0,58.79999924
61.53845978,7.692306995,0,7.692306995,23.07691956,0,70.59999847
57.14286041,14.28571033,0,14.28571033,14.28571033,0,72.5
63.59300995,0,4.610493183,9.220985413,22.57551956,0,93.09999847
60.18843842,0,17.46319962,3.942936897,18.4054203,0,115
62.07934189,0,6.857728004,13.80850983,17.25443077,0,104
61.40000153,0,17.79999924,2,18.79999924,0,140
60.08433914,10.70131969,0,0,25.51934052,3.694998026,66.90000153
59.69398117,11.69618988,0,0,25.23605919,3.373768091,67.40000153
60.08232117,10.65993023,0,0,25.4946003,3.763143063,67.5
60.07144165,10.50660992,0,0,25.39616966,4.025798798,66.59999847
66.66665649,0,0,0,33.33332825,0,71.80000305
59.31034088,11.72414017,2.068964958,0.689655185,24.13792992,2.068964958,72
61.47328949,0,0,15.43533039,15.22891045,7.862469196,97.5
61.08951187,0,2.035881042,12.4571104,15.95046043,8.467042923,97.5
60.87406921,0,4.135428905,9.155295372,17.1704998,8.664709091,98.59999847
60.80659103,0,5.116493225,7.570284843,17.82806015,8.678563118,99.30000305
60.5157814,0,6.101115227,6.112042904,17.97551918,9.295550346,101
60.2492981,0,8.144380569,3.028332949,18.98443985,9.593545914,102
60.07505035,0,9.797580719,0,20.15011978,9.97724247,102
60.73106003,0,5.094421864,10.97259998,15.97581005,7.226107121,102
60.40401077,0,7.050804138,8.18688488,16.71459961,7.643695831,103
60.19409943,0,8.738331795,5.519336224,17.62854004,7.919692039,102
59.95357895,0,10.31134987,2.730612993,18.54187012,8.462579727,104
60.35353851,0,7.447439194,9.553362846,15.93041039,6.715247154,105
60.07624054,0,9.032491684,7.239062786,16.53294945,7.119258881,106
59.91352081,0,10.37036991,4.970860004,17.34160995,7.4036479,106
59.57946014,0,12.22443962,2.52946496,17.89419937,7.772426128,107
59.74874115,0,10.57001972,8.295728683,15.34963036,6.035881996,108
59.68149185,0,11.58586025,6.392457008,16.16674995,6.173435211,108
59.3199501,0,13.45464993,4.256140232,16.51181984,6.457458019,111
59.32123184,0,14.39220047,2.06962204,17.60765076,6.609309196,110
59.47645187,0,13.01856041,7.099017143,15.40338993,5.002587795,111
66.66665649,0,0,0,33.33332825,0,72.19999695
60.09732819,9.84798336,0,9.87201786,20.18265915,0,63.40000153
55.86169815,19.62258911,0,5.962007999,18.55368996,0,67.5
53.68228149,24.24300003,0,5.177318096,16.8973999,0,70.30000305
56.02679062,0,2.432929993,18.5333004,2.786936045,20.22003937,110
58.58778,0,2.284883022,15.12423038,9.613431931,14.38967991,80
58.91033936,0,2.286206961,13.21378994,11.21378994,14.37586021,87
59.23936844,0,2.258548975,14.79899979,11.07923031,12.62384987,94
59.36603928,0,2.268568039,12.20952034,12.62732983,13.52853966,100
59.94475937,0,2.250993013,11.06163025,14.35871029,12.38391018,101
55.86169815,19.62258911,0,5.962008953,18.55369949,0,68.40000153
63.31233978,0.082454868,4.985349178,9.856528282,21.73003006,0.018076651,84.30000305
62.81723022,0.060317889,3.076853991,10.12570953,20.59791946,3.31427598,80.09999847
62.84852982,0,3.073764086,10.13251019,20.63080025,3.314403057,75
62.02336121,0,8.042921066,10.33012009,18.88167,0.721926928,73
61.71932983,0,7.62554121,10.04988003,18.4137001,2.191553116,75
58.8227005,11.7659502,5.882976055,0,23.5283699,0,68.5
54.99982071,19.9993,5.001574993,0,19.9993,0,65.69999695
52.17390823,26.08695984,4.347826004,0,17.3913002,0,65.80000305
66.66665649,0,0,0,33.33332825,0,72.09999847
62.51937103,0.468658388,4.847268105,7.485146046,21.50473022,3.123274088,85.40000153
62.48194122,0.45604071,4.932617188,7.504551888,21.43055916,3.178872108,86.80000305
62.60366058,0.463875711,5.702356815,8.005168915,21.4111805,1.762727976,86.80000305
62.60478973,0.464100212,5.711747169,8.015673637,21.42485046,1.763581038,87.5
62.44524002,0.47283709,4.120438099,7.038517952,21.58164024,4.289308071,84.09999847
62.85977173,0,3.116590977,6.158247948,22.64042091,5.224974155,82.69999695
58.33332825,16.66666985,0,0,25,0,59
58.22367859,16.44737053,0,1.315788984,24.01316071,0,60
58.11687851,16.23377037,0,2.597403049,23.05195045,0,60.20000076
58.0128212,16.02564049,0,3.846153975,22.11539078,0,61.5
57.8125,15.625,0,6.25,20.3125,0,65
57.57575989,15.15151978,0,9.090909004,18.18181992,0,66.09999847
57.14286041,14.28571033,0,14.28571033,14.28571033,0,69
54.54545975,18.18181992,0,0,18.18181992,9.090909004,77
61.24000168,0,0,3.880000114,20.54000092,14.34000015,89
56.05493927,0,2.421978951,19.3758297,2.421978951,19.72525978,104
66.66665649,0,0,0,33.33332825,0,73
60.37763977,0,7.485017776,3.859344006,18.82560921,9.452379227,89
62.06896973,0,0,6.896552086,20.68965912,10.34482956,86.19999695
59.97967911,9.608241081,2.141005039,0.280328006,24.65834999,3.262316942,74
66.66665649,0,0,0,33.33332825,0,72.69999695
